SAMPLE_TIME;CHL_A;;;;;;
7/3/05 11:05;0.47859;;;;;;
7/1/05 14:00;0.4816;;;;;;
7/1/05 14:00;0.4816;;;;;;
7/1/05 14:00;2.00767;;;;;;
7/1/05 14:00;0.40033;;;;;;
7/1/05 11:05;1.09865;;;;;;
7/1/05 11:05;0.71036;;;;;;
7/1/05 11:05;1.22507;;;;;;
7/1/05 11:05;0.83377;;;;;;
7/1/05 10:10;0.57792;;;;;;
7/1/05 10:10;0.61404;;;;;;
7/1/05 10:10;0.46956;;;;;;
7/1/05 10:10;1.25517;;;;;;
24/1/06 10:50;1.0535;;;;;;
24/1/06 10:50;0.94815;;;;;;
24/1/06 10:50;1.11069;;;;;;
24/1/06 10:50;1.04146;;;;;;
24/1/06 10:05;0.41839;;;;;;
24/1/06 10:05;0.64113;;;;;;
24/1/06 10:05;0.57491;;;;;;
24/1/06 10:05;0.48461;;;;;;
24/1/06 9:40;0.94213;;;;;;
24/1/06 9:40;0.90601;;;;;;
24/1/06 9:40;0.76755;;;;;;
24/1/06 9:40;0.79765;;;;;;
21/12/07 10:20;0.46;;;;;;
21/12/07 10:20;0.48;;;;;;
21/12/07 10:20;0.54;;;;;;
21/12/07 10:20;0.53;;;;;;
21/12/07 9:26;0.32;;;;;;
21/12/07 9:26;0.35;;;;;;
21/12/07 9:26;0.44;;;;;;
21/12/07 9:26;0.47;;;;;;
21/12/07 9:05;0.32;;;;;;
21/12/07 9:05;0.33;;;;;;
21/12/07 9:05;0.26;;;;;;
21/12/07 9:05;0.28;;;;;;
23/11/07 10:20;0.32;;;;;;
23/11/07 10:20;0.33;;;;;;
23/11/07 10:20;0.26;;;;;;
23/11/07 10:20;0.28;;;;;;
23/11/07 9:35;0.5;;;;;;
23/11/07 9:35;0.45;;;;;;
23/11/07 9:35;0.42;;;;;;
23/11/07 9:35;0.37;;;;;;
23/11/07 8:40;0.38;;;;;;
23/11/07 8:40;0.41;;;;;;
23/11/07 8:40;0.38;;;;;;
23/11/07 8:40;0.43;;;;;;
26/9/07 10:26;0.17;;;;;;
26/9/07 10:26;0.19;;;;;;
26/9/07 10:26;0.17;;;;;;
26/9/07 10:26;0.19;;;;;;
26/9/07 9:32;0.2;;;;;;
26/9/07 9:32;0.22;;;;;;
26/9/07 9:32;0.2;;;;;;
26/9/07 9:32;0.18;;;;;;
26/9/07 8:45;0.31;;;;;;
26/9/07 8:45;0.29;;;;;;
26/9/07 8:45;0.32;;;;;;
26/9/07 8:45;0.31;;;;;;
22/8/07 9:34;0.16;;;;;;
22/8/07 9:34;0.16;;;;;;
22/8/07 9:34;0.15;;;;;;
22/8/07 9:34;0.15;;;;;;
22/8/07 9:34;0.16;;;;;;
22/8/07 9:34;0.12;;;;;;
22/8/07 9:34;0.12;;;;;;
22/8/07 9:34;0.1;;;;;;
22/8/07 8:40;0.13;;;;;;
22/8/07 8:40;0.14;;;;;;
22/8/07 8:40;0.13;;;;;;
22/8/07 8:40;0.14;;;;;;
6/7/07 10:20;0.29;;;;;;
6/7/07 10:20;0.25;;;;;;
6/7/07 10:20;0.39;;;;;;
6/7/07 10:20;0.4;;;;;;
6/7/07 9:25;0.23;;;;;;
6/7/07 9:25;0.21;;;;;;
6/7/07 9:25;0.2;;;;;;
6/7/07 9:25;0.26;;;;;;
6/7/07 8:40;0.25;;;;;;
6/7/07 8:40;0.25;;;;;;
6/7/07 8:40;0.25;;;;;;
6/7/07 8:40;0.22;;;;;;
28/5/07 10:25;0.27;;;;;;
28/5/07 10:25;0.24;;;;;;
28/5/07 10:25;0.26;;;;;;
28/5/07 10:25;0.23;;;;;;
8/5/07 9:35;0.35;;;;;;
8/5/07 9:35;0.34;;;;;;
8/5/07 9:35;0.35;;;;;;
8/5/07 9:35;0.32;;;;;;
8/5/07 8:35;0.48;;;;;;
8/5/07 8:35;0.49;;;;;;
8/5/07 8:35;0.39;;;;;;
8/5/07 8:35;0.4;;;;;;
28/1/07 18:10;0.4;;;;;;
28/1/07 18:10;0.42;;;;;;
28/1/07 18:10;0.44;;;;;;
28/1/07 18:10;0.46;;;;;;
28/1/07 14:40;0.28;;;;;;
28/1/07 14:40;0.3;;;;;;
28/1/07 14:40;0.3;;;;;;
28/1/07 14:40;0.29;;;;;;
28/1/07 10:40;0.29;;;;;;
28/1/07 10:40;0.23;;;;;;
28/1/07 10:40;0.23;;;;;;
28/1/07 10:40;0.24;;;;;;
19/11/08 10:30;0.21;;;;;;
19/11/08 10:30;0.2;;;;;;
19/11/08 10:30;0.21;;;;;;
19/11/08 10:30;0.22;;;;;;
19/11/08 9:34;0.25;;;;;;
19/11/08 9:34;0.23;;;;;;
19/11/08 9:34;0.27;;;;;;
19/11/08 9:34;0.27;;;;;;
19/11/08 8:46;0.23;;;;;;
19/11/08 8:46;0.26;;;;;;
19/11/08 8:46;0.26;;;;;;
19/11/08 8:46;0.24;;;;;;
28/10/08 10:30;0.16;;;;;;
28/10/08 10:30;0.16;;;;;;
28/10/08 10:30;0.14;;;;;;
28/10/08 10:30;0.14;;;;;;
28/10/08 9:30;0.23;;;;;;
28/10/08 9:30;0.27;;;;;;
28/10/08 9:30;0.28;;;;;;
28/10/08 9:30;0.28;;;;;;
28/10/08 8:45;0.33;;;;;;
28/10/08 8:45;0.36;;;;;;
28/10/08 8:45;0.3;;;;;;
28/10/08 8:45;0.36;;;;;;
24/9/08 10:22;0.16;;;;;;
24/9/08 10:22;0.3;;;;;;
24/9/08 10:22;0.21;;;;;;
24/9/08 10:22;0.24;;;;;;
24/9/08 9:25;0.17;;;;;;
24/9/08 9:25;0.18;;;;;;
24/9/08 9:25;0.22;;;;;;
24/9/08 9:25;0.19;;;;;;
24/9/08 8:30;0.21;;;;;;
24/9/08 8:30;0.19;;;;;;
24/9/08 8:30;0.24;;;;;;
24/9/08 8:30;0.35;;;;;;
31/8/08 10:20;0.22;;;;;;
31/8/08 10:20;0.23;;;;;;
31/8/08 10:20;0.21;;;;;;
31/8/08 10:20;0.22;;;;;;
31/8/08 9:25;0.28;;;;;;
31/8/08 9:25;0.27;;;;;;
31/8/08 9:25;0.32;;;;;;
31/8/08 9:25;0.32;;;;;;
31/8/08 8:30;0.35;;;;;;
31/8/08 8:30;0.37;;;;;;
31/8/08 8:30;0.38;;;;;;
31/8/08 8:30;0.37;;;;;;
29/7/08 10:24;0.3;;;;;;
29/7/08 10:24;0.35;;;;;;
29/7/08 10:24;0.4;;;;;;
29/7/08 10:24;0.38;;;;;;
29/7/08 9:22;0.28;;;;;;
29/7/08 9:22;0.3;;;;;;
29/7/08 9:22;0.29;;;;;;
29/7/08 9:22;0.32;;;;;;
29/7/08 8:31;0.41;;;;;;
29/7/08 8:31;0.4;;;;;;
29/7/08 8:31;0.46;;;;;;
29/7/08 8:31;0.38;;;;;;
29/4/08 10:25;0.38;;;;;;
29/4/08 10:25;0.27;;;;;;
29/4/08 10:25;0.26;;;;;;
29/4/08 10:25;0.23;;;;;;
29/4/08 9:28;1.27;;;;;;
29/4/08 9:28;0.78;;;;;;
29/4/08 9:28;1.52;;;;;;
29/4/08 9:28;1.86;;;;;;
29/4/08 9:05;0.27;;;;;;
29/4/08 9:05;0.27;;;;;;
29/4/08 9:05;0.29;;;;;;
29/4/08 9:05;0.27;;;;;;
25/3/08 9:30;0.61;;;;;;
25/3/08 9:30;0.63;;;;;;
25/3/08 9:30;0.65;;;;;;
25/3/08 9:30;0.63;;;;;;
25/3/08 8:41;0.62;;;;;;
25/3/08 8:41;0.64;;;;;;
25/3/08 8:41;0.79;;;;;;
25/3/08 8:41;0.73;;;;;;
25/3/08 0:00;0.34;;;;;;
25/3/08 0:00;0.35;;;;;;
25/3/08 0:00;0.33;;;;;;
25/3/08 0:00;0.31;;;;;;
27/2/08 10:18;0.48;;;;;;
27/2/08 10:18;0.44;;;;;;
27/2/08 10:18;0.44;;;;;;
27/2/08 10:18;0.37;;;;;;
27/2/08 9:30;0.41;;;;;;
27/2/08 9:30;0.53;;;;;;
27/2/08 9:30;0.24;;;;;;
27/2/08 9:30;0.27;;;;;;
27/2/08 8:25;0.49;;;;;;
27/2/08 8:25;0.38;;;;;;
27/2/08 8:25;0.26;;;;;;
27/2/08 8:25;0.26;;;;;;
23/1/08 10:30;0.82;;;;;;
23/1/08 10:30;0.79;;;;;;
23/1/08 10:30;0.84;;;;;;
23/1/08 10:30;0.62;;;;;;
23/1/08 9:30;1.04;;;;;;
23/1/08 9:30;1.15;;;;;;
23/1/08 9:30;0.97;;;;;;
23/1/08 9:30;1.25;;;;;;
23/1/08 8:45;0.73;;;;;;
23/1/08 8:45;0.73;;;;;;
23/1/08 8:45;0.71;;;;;;
23/1/08 8:45;0.79;;;;;;
15/1/09 9:39;0.61;;;;;;
15/1/09 9:39;0.67;;;;;;
15/1/09 9:39;0.64;;;;;;
15/1/09 9:39;0.69;;;;;;
15/1/09 9:39;0.55;;;;;;
15/1/09 9:39;0.47;;;;;;
15/1/09 9:39;0.47;;;;;;
15/1/09 9:39;0.5;;;;;;
15/1/09 8:54;0.49;;;;;;
15/1/09 8:54;0.53;;;;;;
15/1/09 8:54;0.51;;;;;;
15/1/09 8:54;0.54;;;;;;
